code;term;term_abbrevation;description;is_preferred;is_axis;is_mainclass;relation;association_kind;association_type;association_type_reverse;crossmapping_csv_id;metadata_DDD-INFO
C02KP30;Kombinationen;;;1;0;0;C02KP;2;is part of;is parent of;;
C02KP52;Mistelkraut, Kombinationen;;;1;0;0;C02KP;2;is part of;is parent of;;
C02KX;Antihypertonika zur Behandlung der pulmonalen arteriellen Hypertonie;;;1;0;0;C02K;2;is part of;is parent of;;
C02KX01;Bosentan;;;1;0;0;C02KX;2;is part of;is parent of;;0,25 g O
C02KX02;Ambrisentan;;;1;0;0;C02KX;2;is part of;is parent of;;7,5 mg O
C02KX03;Sitaxentan;;;1;0;0;C02KX;2;is part of;is parent of;;0,1 g O
C02KX04;Macitentan;;;1;0;0;C02KX;2;is part of;is parent of;;10 mg O 
C02KX05;Riociguat;;;1;0;0;C02KX;2;is part of;is parent of;;6 mg O
C02KX06;Sildenafil;;;1;0;0;C02KX;2;is part of;is parent of;;60 mg O 
C02KX07;Tadalafil;;;1;0;0;C02KX;2;is part of;is parent of;;40 mg O 
C02KX08;Iloprost;;;1;0;0;C02KX;2;is part of;is parent of;;30 mcg Inhal.lösung 
C02L;ANTIHYPERTONIKA UND DIURETIKA IN KOMBINATION;;;1;0;0;C02;2;is part of;is parent of;;
C02LA;Rauwolfia-Alkaloide und Diuretika in Kombination;;;1;0;0;C02L;2;is part of;is parent of;;
C02LA01;Reserpin und Diuretika;;;1;0;0;C02LA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LA02;Rescinnamin und Diuretika;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LA03;Deserpidin und Diuretika;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LA04;Methoserpidin und Diuretika;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LA07;Bietaserpin und Diuretika;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LA08;Rauwolfia-Alkaloide, ganze Wurzel und Diuretika;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LA09;Syrosingopin und Diuretika;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LA50;Kombinationen von Rauwolfia-Alkaloiden und Diuretika inkl. andere Kombinationen;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LA51;Reserpin und Diuretika, Kombinationen mit anderen Mitteln;;;1;0;0;C02LA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LA52;Rescinnamin und Diuretika, Kombinationen mit anderen Mitteln;;;1;0;0;C02LA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LA58;Rauwolfia-Alkaloide, ganze Wurzel und Diuretika, Kombinationen;;;1;0;0;C02LA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LA71;Reserpin und Diuretika, Kombinationen mit Psycholeptika;;;1;0;0;C02LA;2;is part of;is parent of;;
C02LB;Methyldopa und Diuretika in Kombination;;;1;0;0;C02L;2;is part of;is parent of;;
C02LB01;Methyldopa (linksdrehend) und Diuretika;;;1;0;0;C02LB;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LC;Imidazolin-Rezeptoragonisten in Kombination mit Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LC01;Clonidin und Diuretika;;;1;0;0;C02LC;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LC05;Moxonidin und Diuretika;;;1;0;0;C02LC;2;is part of;is parent of;;
C02LC51;Clonidin und Diuretika, Kombinationen mit anderen Mitteln;;;1;0;0;C02LC;2;is part of;is parent of;;
C02LE;Alpha-Adrenozeptor-Antagonisten und Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LE01;Prazosin und Diuretika;;;1;0;0;C02LE;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LF;Guanidin-Derivate und Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LF01;Guanethidin und Diuretika;;;1;0;0;C02LF;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C02LG;Hydrazinophthalazin-Derivate und Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LG01;Dihydralazin und Diuretika;;;1;0;0;C02LG;2;is part of;is parent of;;
C02LG02;Hydralazin und Diuretika;;;1;0;0;C02LG;2;is part of;is parent of;;
C02LG03;Picodralazin und Diuretika;;;1;0;0;C02LG;2;is part of;is parent of;;
C02LG51;Dihydralazin und Diuretika, Kombinationen mit anderen Mitteln;;;1;0;0;C02LG;2;is part of;is parent of;;
C02LG73;Picodralazin und Diuretika, Kombinationen mit Psycholeptika;;;1;0;0;C02LG;2;is part of;is parent of;;
C02LK;Alkaloide, exkl. Rauwolfia, in Kombination mit Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LK01;Veratrum und Diuretika;;;1;0;0;C02LK;2;is part of;is parent of;;
C02LL;MAO-Hemmer und Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LL01;Pargylin und Diuretika;;;1;0;0;C02LL;2;is part of;is parent of;;
C02LN;Serotonin-Antagonisten und Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LX;Andere Antihypertonika und Diuretika;;;1;0;0;C02L;2;is part of;is parent of;;
C02LX01;Pinacidil und Diuretika;;;1;0;0;C02LX;2;is part of;is parent of;;
C02N;KOMBINATIONEN VON ANTIHYPERTENSIVEN WIRKSTOFFEN AUS ATC-GRUPPE C02;;;1;0;0;C02;2;is part of;is parent of;;
C03;DIURETIKA;;;1;0;0;C;2;is part of;is parent of;;
C03A;LOW-CEILING-DIURETIKA, THIAZIDE;;;1;0;0;C03;2;is part of;is parent of;;
C03AA;Thiazide, rein;;;1;0;0;C03A;2;is part of;is parent of;;
C03AA01;Bendroflumethiazid;;;1;0;0;C03AA;2;is part of;is parent of;;2,5 mg O
C03AA02;Hydroflumethiazid;;;1;0;0;C03AA;2;is part of;is parent of;;25 mg O
C03AA03;Hydrochlorothiazid;;;1;0;0;C03AA;2;is part of;is parent of;;25 mg O
C03AA04;Chlorothiazid;;;1;0;0;C03AA;2;is part of;is parent of;;0,5 g O
C03AA05;Polythiazid;;;1;0;0;C03AA;2;is part of;is parent of;;1 mg O
C03AA06;Trichlormethiazid;;;1;0;0;C03AA;2;is part of;is parent of;;4 mg O
C03AA07;Cyclopenthiazid;;;1;0;0;C03AA;2;is part of;is parent of;;0,5 mg O
C03AA08;Methylclothiazid;;;1;0;0;C03AA;2;is part of;is parent of;;5 mg O
C03AA09;Cyclothiazid;;;1;0;0;C03AA;2;is part of;is parent of;;5 mg O
C03AA13;Mebutizid;;;1;0;0;C03AA;2;is part of;is parent of;;
C03AB;Thiazide und Kalium in Kombination;;;1;0;0;C03A;2;is part of;is parent of;;
C03AB01;Bendroflumethiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;2,5 mg O bezogen auf Bendroflumethiazid
C03AB02;Hydroflumethiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;25 mg O bezogen auf Hydroflumethiazid
C03AB03;Hydrochlorothiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;25 mg O bezogen auf Hydrochlorothiazid
C03AB04;Chlorothiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;0,5 g O bezogen auf Chlorothiazid
C03AB05;Polythiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;1 mg O bezogen auf Polythiazid
C03AB06;Trichlormethiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;4 mg O bezogen auf Trichlormethiazid
C03AB07;Cyclopenthiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;0,5 mg O bezogen auf Cyclopenthiazid
C03AB08;Methylclothiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;5 mg O bezogen auf Methylclothiazid
C03AB09;Cyclothiazid und Kalium;;;1;0;0;C03AB;2;is part of;is parent of;;5 mg O bezogen auf Cyclothiazid
C03AH;Thiazide, Kombinationen mit Psycholeptika und/oder Analgetika;;;1;0;0;C03A;2;is part of;is parent of;;
C03AH01;Chlorothiazid, Kombinationen;;;1;0;0;C03AH;2;is part of;is parent of;;
C03AH02;Hydroflumethiazid, Kombinationen;;;1;0;0;C03AH;2;is part of;is parent of;;
C03AX;Thiazide, Kombinationen mit anderen Mitteln;;;1;0;0;C03A;2;is part of;is parent of;;
C03AX01;Hydrochlorothiazid, Kombinationen;;;1;0;0;C03AX;2;is part of;is parent of;;
C03AX02;Bemetizid, Kombinationen;;;1;0;0;C03AX;2;is part of;is parent of;;
C03B;LOW-CEILING-DIURETIKA, EXKL. THIAZIDE;;;1;0;0;C03;2;is part of;is parent of;;
C03BA;Sulfonamide, rein;;;1;0;0;C03B;2;is part of;is parent of;;
C03BA02;Quinethazon;;;1;0;0;C03BA;2;is part of;is parent of;;50 mg O
C03BA03;Clopamid;;;1;0;0;C03BA;2;is part of;is parent of;;10 mg O
C03BA04;Chlortalidon;;;1;0;0;C03BA;2;is part of;is parent of;;25 mg O
C03BA05;Mefrusid;;;1;0;0;C03BA;2;is part of;is parent of;;25 mg O
C03BA07;Clofenamid;;;1;0;0;C03BA;2;is part of;is parent of;;
C03BA08;Metolazon;;;1;0;0;C03BA;2;is part of;is parent of;;5 mg O
C03BA09;Meticran;;;1;0;0;C03BA;2;is part of;is parent of;;
C03BA10;Xipamid;;;1;0;0;C03BA;2;is part of;is parent of;;20 mg O
C03BA11;Indapamid;;;1;0;0;C03BA;2;is part of;is parent of;;2,5 mg O
C03BA12;Clorexolon;;;1;0;0;C03BA;2;is part of;is parent of;;
C03BA13;Fenquizon;;;1;0;0;C03BA;2;is part of;is parent of;;
C03BA82;Clorexolon, Kombinationen mit Psycholeptika;;;1;0;0;C03BA;2;is part of;is parent of;;
C03BB;Sulfonamide und Kalium in Kombination;;;1;0;0;C03B;2;is part of;is parent of;;
C03BB02;Quinethazon und Kalium;;;1;0;0;C03BB;2;is part of;is parent of;;50 mg O bezogen auf Quinethazon
C03BB03;Clopamid und Kalium;;;1;0;0;C03BB;2;is part of;is parent of;;10 mg O bezogen auf Clopamid
C03BB04;Chlortalidon und Kalium;;;1;0;0;C03BB;2;is part of;is parent of;;25 mg O bezogen auf Chlortalidon
C03BB05;Mefrusid und Kalium;;;1;0;0;C03BB;2;is part of;is parent of;;25 mg O bezogen auf Mefrusid
C03BB07;Clofenamid und Kalium;;;1;0;0;C03BB;2;is part of;is parent of;;
C03BC;Quecksilber-haltige Diuretika;;;1;0;0;C03B;2;is part of;is parent of;;
C03BC01;Mersalyl;;;1;0;0;C03BC;2;is part of;is parent of;;
C03BD;Xanthin-Derivate;;;1;0;0;C03B;2;is part of;is parent of;;
C03BD01;Theobromin;;;1;0;0;C03BD;2;is part of;is parent of;;4 g O
C03BK;Sulfonamide, Kombinationen mit anderen Mitteln;;;1;0;0;C03B;2;is part of;is parent of;;
C03BX;Andere Low-ceiling-Diuretika;;;1;0;0;C03B;2;is part of;is parent of;;
C03BX03;Cicletanin;;;1;0;0;C03BX;2;is part of;is parent of;;
C03C;HIGH-CEILING-DIURETIKA;;;1;0;0;C03;2;is part of;is parent of;;
C03CA;Sulfonamide, rein;;;1;0;0;C03C;2;is part of;is parent of;;
C03CA01;Furosemid;;;1;0;0;C03CA;2;is part of;is parent of;;40 mg O,P
C03CA02;Bumetanid;;;1;0;0;C03CA;2;is part of;is parent of;;1 mg O,P
C03CA03;Piretanid;;;1;0;0;C03CA;2;is part of;is parent of;;6 mg O 
C03CA04;Torasemid;;;1;0;0;C03CA;2;is part of;is parent of;;15 mg O,P
C03CA05;Azosemid;;;1;0;0;C03CA;2;is part of;is parent of;;
C03CB;Sulfonamide und Kalium in Kombination;;;1;0;0;C03C;2;is part of;is parent of;;
C03CB01;Furosemid und Kalium;;;1;0;0;C03CB;2;is part of;is parent of;;40 mg O bezogen auf Furosemid
C03CB02;Bumetanid und Kalium;;;1;0;0;C03CB;2;is part of;is parent of;;1 mg O bezogen auf Bumetanid
C03CC;Aryloxyessigsäure-Derivate;;;1;0;0;C03C;2;is part of;is parent of;;
C03CC01;Etacrynsäure;;;1;0;0;C03CC;2;is part of;is parent of;;50 mg O,P
C03CC02;Tienilinsäure;;;1;0;0;C03CC;2;is part of;is parent of;;
C03CD;Pyrazolon-Derivate;;;1;0;0;C03C;2;is part of;is parent of;;
C03CD01;Muzolimin;;;1;0;0;C03CD;2;is part of;is parent of;;20 mg O
C03CX;Andere High-ceiling-Diuretika;;;1;0;0;C03C;2;is part of;is parent of;;
C03CX01;Etozolin;;;1;0;0;C03CX;2;is part of;is parent of;;
C03D;KALIUM SPARENDE MITTEL;;;1;0;0;C03;2;is part of;is parent of;;
C03DA;Aldosteron-Antagonisten;;;1;0;0;C03D;2;is part of;is parent of;;
C03DA01;Spironolacton;;;1;0;0;C03DA;2;is part of;is parent of;;75 mg O
C03DA02;Kaliumcanrenoat;;;1;0;0;C03DA;2;is part of;is parent of;;0,4 g P
C03DA03;Canrenon;;;1;0;0;C03DA;2;is part of;is parent of;;
C03DA04;Eplerenon;;;1;0;0;C03DA;2;is part of;is parent of;;50 mg O
C03DB;Andere Kalium sparende Mittel;;;1;0;0;C03D;2;is part of;is parent of;;
C03DB01;Amilorid;;;1;0;0;C03DB;2;is part of;is parent of;;10 mg O
C03DB02;Triamteren;;;1;0;0;C03DB;2;is part of;is parent of;;0,1 g O
C03E;DIURETIKA UND KALIUM SPARENDE MITTEL IN KOMBINATION;;;1;0;0;C03;2;is part of;is parent of;;
C03EA;Low-ceiling-Diuretika und Kalium sparende Mittel;;;1;0;0;C03E;2;is part of;is parent of;;
C03EA01;Hydrochlorothiazid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA02;Trichlormethiazid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EA03;Epitizid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA04;Altizid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA05;Mebutizid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA06;Chlortalidon und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA07;Cyclopenthiazid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA12;Metolazon und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA13;Bendroflumethiazid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EA14;Butizid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;
C03EA15;Xipamid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EA16;Bemetizid und Kalium sparende Mittel;;;1;0;0;C03EA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EA21;Hydrochlorothiazid und Triamteren;;;1;0;0;C03EA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EA41;Hydrochlorothiazid und Amilorid;;;1;0;0;C03EA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EB;High-ceiling-Diuretika und Kalium sparende Diuretika;;;1;0;0;C03E;2;is part of;is parent of;;
C03EB01;Furosemid und Kalium sparende Mittel;;;1;0;0;C03EB;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EB02;Bumetanid und Kalium sparende Mittel;;;1;0;0;C03EB;2;is part of;is parent of;;
C03EB21;Furosemid und Triamteren;;;1;0;0;C03EB;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EC;Aldosteron-Antagonisten und Low-ceiling-Diuretika;;;1;0;0;C03E;2;is part of;is parent of;;
C03EC01;Spironolacton und Low-ceiling-Diuretika;;;1;0;0;C03EC;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EC02;Kaliumcanrenoat und Low-ceiling-Diuretika;;;1;0;0;C03EC;2;is part of;is parent of;;
C03EC21;Spironolacton und Hydrochlorothiazid;;;1;0;0;C03EC;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03EC41;Spironolacton und Bendroflumethiazid;;;1;0;0;C03EC;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03ED;Aldosteron-Antagonisten und High-ceiling-Diuretika;;;1;0;0;C03E;2;is part of;is parent of;;
C03ED01;Spironolacton und High-ceiling-Diuretika;;;1;0;0;C03ED;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
C03ED02;Kaliumcanrenoat und High-ceiling-Diuretika;;;1;0;0;C03ED;2;is part of;is parent of;;
C03X;ANDERE DIURETIKA;;;1;0;0;C03;2;is part of;is parent of;;
C03XA;Vasopressin-Antagonisten;;;1;0;0;C03X;2;is part of;is parent of;;
C03XA01;Tolvaptan;;;1;0;0;C03XA;2;is part of;is parent of;;30 mg O
C03XA02;Conivaptan;;;1;0;0;C03XA;2;is part of;is parent of;;
C03XH;Andere homöopathische und anthroposophische Diuretika;;;1;0;0;C03X;2;is part of;is parent of;;
C03XH20;Kombinationen;;;1;0;0;C03XH;2;is part of;is parent of;;
C03XP;Pflanzliche Diuretika;;;1;0;0;C03X;2;is part of;is parent of;;
C03XP01;Schachtelhalmkraut;;;1;0;0;C03XP;2;is part of;is parent of;;
C03XP02;Birkenblätter;;;1;0;0;C03XP;2;is part of;is parent of;;
C03XP03;Wacholderbeeren;;;1;0;0;C03XP;2;is part of;is parent of;;
C03XP30;Kombinationen;;;1;0;0;C03XP;2;is part of;is parent of;;
C04;PERIPHERE VASODILATATOREN;;;1;0;0;C;2;is part of;is parent of;;
C04A;PERIPHERE VASODILATATOREN;;;1;0;0;C04;2;is part of;is parent of;;
C04AA;2-Amino-1-phenylethanol-Derivate;;;1;0;0;C04A;2;is part of;is parent of;;
C04AA01;Isoxsuprin;;;1;0;0;C04AA;2;is part of;is parent of;;60 mg O,P
C04AA02;Buphenin;;;1;0;0;C04AA;2;is part of;is parent of;;30 mg O
C04AA31;Bamethan;;;1;0;0;C04AA;2;is part of;is parent of;;75 mg O
C04AA52;Buphenin, Kombinationen;;;1;0;0;C04AA;2;is part of;is parent of;;
C04AA81;Bamethan, Kombinationen;;;1;0;0;C04AA;2;is part of;is parent of;;
C04AB;Imidazolin-Derivate;;;1;0;0;C04A;2;is part of;is parent of;;
C04AB01;Phentolamin;;;1;0;0;C04AB;2;is part of;is parent of;;10 mg O,P
C04AB02;Tolazolin;;;1;0;0;C04AB;2;is part of;is parent of;;75 mg O
C04AC;Nicotinsäure und Derivate;;;1;0;0;C04A;2;is part of;is parent of;;
C04AC01;Nicotinsäure;;;1;0;0;C04AC;2;is part of;is parent of;;0,2 g O,P
C04AC02;Nicotinylalkohol (Pyridylcarbinol);;;1;0;0;C04AC;2;is part of;is parent of;;0,3 g O,P
C04AC03;Inositolnicotinat;;;1;0;0;C04AC;2;is part of;is parent of;;1,2 g O
C04AC07;Ciclonicat;;;1;0;0;C04AC;2;is part of;is parent of;;
C04AC20;Kombinationen;;;1;0;0;C04AC;2;is part of;is parent of;;
C04AC51;Nicotinsäure, Kombinationen;;;1;0;0;C04AC;2;is part of;is parent of;;
C04AC52;Pyridylcarbinol, Kombinationen;;;1;0;0;C04AC;2;is part of;is parent of;;
C04AC53;Inositolnicotinat, Kombinationen;;;1;0;0;C04AC;2;is part of;is parent of;;
C04AC58;Benzylnicotinat, Kombinationen;;;1;0;0;C04AC;2;is part of;is parent of;;
C04AD;Purin-Derivate;;;1;0;0;C04A;2;is part of;is parent of;;
C04AD01;Pentifyllin;;;1;0;0;C04AD;2;is part of;is parent of;;
C04AD02;Xantinolnicotinat;;;1;0;0;C04AD;2;is part of;is parent of;;0,9 g O,P
C04AD03;Pentoxifyllin;;;1;0;0;C04AD;2;is part of;is parent of;;1 g O; 0,3 g P
C04AD04;Etofyllinnicotinat;;;1;0;0;C04AD;2;is part of;is parent of;;0,3 g O
C04AD50;Andere Purin-Derivate, Kombinationen;;;1;0;0;C04AD;2;is part of;is parent of;;
C04AD54;Etofyllin, Kombinationen;;;1;0;0;C04AD;2;is part of;is parent of;;
C04AD56;Proxyphyllin, Kombinationen;;;1;0;0;C04AD;2;is part of;is parent of;;
C04AE;Mutterkorn-Alkaloide;;;1;0;0;C04A;2;is part of;is parent of;;
C04AE01;Ergoloidmesylat;;;1;0;0;C04AE;2;is part of;is parent of;;3 mg O,P
C04AE02;Nicergolin;;;1;0;0;C04AE;2;is part of;is parent of;;
C04AE04;Dihydroergocristin;;;1;0;0;C04AE;2;is part of;is parent of;;
C04AE51;Ergoloidmesylat, Kombinationen;;;1;0;0;C04AE;2;is part of;is parent of;;
C04AE54;Dihydroergocristin, Kombinationen;;;1;0;0;C04AE;2;is part of;is parent of;;
C04AF;Enzyme;;;1;0;0;C04A;2;is part of;is parent of;;
C04AF01;Kallidinogenase;;;1;0;0;C04AF;2;is part of;is parent of;;30 E O,P
C04AF51;Kallidinogenase, Kombinationen;;;1;0;0;C04AF;2;is part of;is parent of;;
C04AG;Prostaglandine;;;1;0;0;C04A;2;is part of;is parent of;;
C04AG01;Alprostadil;;;1;0;0;C04AG;2;is part of;is parent of;;40 mcg P 
C04AH;Homöopathische und anthroposophische Vasodilatatoren;;;1;0;0;C04A;2;is part of;is parent of;;
C04AH10;Verschiedene;;;1;0;0;C04AH;2;is part of;is parent of;;
C04AH20;Kombinationen;;;1;0;0;C04AH;2;is part of;is parent of;;
C04AX;Andere periphere Vasodilatatoren;;;1;0;0;C04A;2;is part of;is parent of;;
C04AX01;Cyclandelat;;;1;0;0;C04AX;2;is part of;is parent of;;0,6 g O
C04AX02;Phenoxybenzamin;;;1;0;0;C04AX;2;is part of;is parent of;;30 mg O
C04AX07;Vincamin;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX10;Moxisylyt;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX11;Bencyclan;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX13;Piribedil;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX17;Vinburnin;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX19;Suloctidil;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX20;Buflomedil;;;1;0;0;C04AX;2;is part of;is parent of;;0,6 g O
C04AX21;Naftidrofuryl;;;1;0;0;C04AX;2;is part of;is parent of;;0,6 g O; 0,3 g P 
C04AX23;Butalamin;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX24;Visnadin;;;1;0;0;C04AX;2;is part of;is parent of;;0,6 g O
C04AX26;Cetiedil;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX27;Cinepazid;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX28;Ifenprodil;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX30;Azapetin;;;1;0;0;C04AX;2;is part of;is parent of;;0,15 g O
C04AX32;Fasudil;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX37;Diisopropylamin;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX38;Papaverin;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX39;Raubasin;;;1;0;0;C04AX;2;is part of;is parent of;;
C04AX42;Moxaverin;;;1;0;0;C04AX;2;is part of;is parent of;;
C04B;KOMBINATIONEN VON ANDEREN PERIPHEREN VASODILATATOREN;;;1;0;0;C04;2;is part of;is parent of;;
C04BA;Kombinationen von anderen peripheren Vasodilatatoren;;;1;0;0;C04B;2;is part of;is parent of;;
C04BA01;Moxaverin, Kombinationen;;;1;0;0;C04BA;2;is part of;is parent of;;
C04BA02;Papaverin, Kombinationen;;;1;0;0;C04BA;2;is part of;is parent of;;
C04BA03;Raubasin, Kombinationen;;;1;0;0;C04BA;2;is part of;is parent of;;
C04BA04;Organextrakt, Kombinationen;;;1;0;0;C04BA;2;is part of;is parent of;;
C04BA05;Diisopropylamin, Kombinationen;;;1;0;0;C04BA;2;is part of;is parent of;;
C04BA06;Visnadin, Kombinationen;;;1;0;0;C04BA;2;is part of;is parent of;;
C05;VASOPROTEKTOREN;;;1;0;0;C;2;is part of;is parent of;;
C05A;MITTEL ZUR BEHANDLUNG VON HÄMORRHOIDEN UND ANALFISSUREN ZUR TOPISCHEN ANWENDUNG;;;1;0;0;C05;2;is part of;is parent of;;
C05AA;Corticosteroide;;;1;0;0;C05A;2;is part of;is parent of;;
C05AA01;Hydrocortison;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA04;Prednisolon;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA05;Betamethason;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA06;Fluorometholon;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA08;Fluocortolon;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA09;Dexamethason;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA10;Fluocinolon acetonid;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA11;Fluocinonid;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA12;Triamcinolon;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA51;Hydrocortison, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA54;Prednisolon, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA55;Betamethason, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA56;Fluorometholon, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA58;Fluocortolon, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA60;Fluocinolon acetonid, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA61;Fluocinonid, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA62;Triamcinolon, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA64;Flupredniden, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AA65;Clocortolon, Kombinationen;;;1;0;0;C05AA;2;is part of;is parent of;;
C05AB;Antibiotika;;;1;0;0;C05A;2;is part of;is parent of;;
C05AD;Lokalanästhetika;;;1;0;0;C05A;2;is part of;is parent of;;
C05AD01;Lidocain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD02;Tetracain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD03;Benzocain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD04;Cinchocain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD05;Procain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD06;Oxetacain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD07;Pramocain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD10;Polidocanol (Lauromacrogol 400);;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD11;Quinisocain;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD20;Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD51;Lidocain, Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD53;Benzocain, Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD54;Cinchocain, Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD55;Procain, Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD58;Propipocain, Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD59;Fomocain, Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
C05AD60;Polidocanol (Lauromacrogol 400), Kombinationen;;;1;0;0;C05AD;2;is part of;is parent of;;
